DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
Nicolas Repetto,"130","310000","19840000","2385","152615","64",SEGUNDO,CABALLITO,"6"
Av. Gaona,"433","1300000","83200000","3002","192148","64",SEGUNDO,CABALLITO,"6"
Av Gral Diaz Velez,"550","1500000","96000000","2727","174545","64",SEGUNDO,CABALLITO,"6"
Estivao al 100,"204","540000","34560000","2647","169412","64",SEGUNDO,CABALLITO,"6"
Juan B Justo,"213","700000","44800000","3286","210329","64",SEGUNDO,CABALLITO,"6"
Juan B. Ambrosetti  800,"223","700000","44800000","3139","200897","64",SEGUNDO,CABALLITO,"6"
"DIRECTORIO, AVDA.","244","460000","29440000","1885","120656","64",SEGUNDO,CABALLITO,"6"
Bertres,"414","600000","38400000","1449","92754","64",SEGUNDO,CABALLITO,"6"
Espinosa 95,"150","590000","37760000","3933","251733","64",SEGUNDO,CABALLITO,"6"
ALBERDI JUAN BAUTISTA AV.,"338","1180000","75520000","3491","223432","64",SEGUNDO,CABALLITO,"6"
Av. Juan Bautista Alberdi al 300,"338","1280000","81920000","3787","242367","64",SEGUNDO,CABALLITO,"6"
Av. Gaona al 1800,"790","2500000","160000000","3165","202532","64",SEGUNDO,CABALLITO,"6"
Eduardo Acevedo,"195","900000","57600000","4615","295385","64",SEGUNDO,CABALLITO,"6"
Avenida Avellaneda 1600,"294","850000","54400000","2891","185034","64",SEGUNDO,CABALLITO,"6"
Cucha Cucha,"370","500000","32000000","1351","86486","64",SEGUNDO,CABALLITO,"6"
Manuel Rodriguez,"300","700000","44800000","2333","149333","64",SEGUNDO,CABALLITO,"6"
NICOLAS REPETTO,"209","500000","32000000","2392","153110","64",SEGUNDO,CABALLITO,"6"
Espinosa 1500,"350","415000","26560000","1186","75886","64",SEGUNDO,CABALLITO,"6"
Neuquen y rojas,"250","750000","48000000","3000","192000","64",SEGUNDO,CABALLITO,"6"
Rio de Janeiro,"381","650000","41600000","1706","109186","64",SEGUNDO,CABALLITO,"6"
Dr. Luis Belaustegui al 1200,"71","275000","17600000","3873","247887","64",SEGUNDO,CABALLITO,"6"
Benjamin Franklin,"311","498000","31872000","1601","102482","64",SEGUNDO,CABALLITO,"6"
F Senillosa,"216","1200000","76800000","5556","355556","64",SEGUNDO,CABALLITO,"6"
Sor Juana Ines de la Cruz,"336","330000","21120000","982","62857","64",SEGUNDO,CABALLITO,"6"
Av Directorio,"226","1200000","76800000","5310","339823","64",SEGUNDO,CABALLITO,"6"
Pje Ampere,"307","599000","38336000","1951","124873","64",SEGUNDO,CABALLITO,"6"
RIGLOS,"191","840000","53760000","4398","281466","64",SEGUNDO,CABALLITO,"6"
J Bonifacio,"409","1400000","89600000","3423","219071","64",SEGUNDO,CABALLITO,"6"
"Gaona al 1400, Caballito - Sólida estructura para","512","980000","62720000","1914","122500","64",SEGUNDO,CABALLITO,"6"
Del Barco Centenera,"1192","7200000","460800000","6040","386577","64",SEGUNDO,CABALLITO,"6"
Epuyen 500,"356","1300000","83200000","3652","233708","64",SEGUNDO,CABALLITO,"6"
Viel 800,"350","550000","35200000","1571","100571","64",SEGUNDO,CABALLITO,"6"
Yerbal 1600,"590","1250000","80000000","2119","135593","64",SEGUNDO,CABALLITO,"6"
Jose M Morelos,"101","350000","22400000","3465","221782","64",SEGUNDO,CABALLITO,"6"
Nicasio Oroño,"227","280000","17920000","1233","78943","64",SEGUNDO,CABALLITO,"6"
Achával,"175","385000","24640000","2200","140800","64",SEGUNDO,CABALLITO,"6"
Av. La Plata,"374","1350000","86400000","3610","231016","64",SEGUNDO,CABALLITO,"6"
Fray J W Achaval,"346","1200000","76800000","3468","221965","64",SEGUNDO,CABALLITO,"6"
Av. Directorio,"166","700000","44800000","4217","269880","64",SEGUNDO,CABALLITO,"6"
Cangallo,"300","1100000","70400000","3667","234667","64",SEGUNDO,CABALLITO,"6"
RIO DE JANEIRO,"310","950000","60800000","3065","196129","64",SEGUNDO,CABALLITO,"6"
Del Barco Centenera,"383","1100000","70400000","2872","183812","64",SEGUNDO,CABALLITO,"6"
Avenida Gaona 1300,"500","1480000","94720000","2960","189440","64",SEGUNDO,CABALLITO,"6"
Warnes 0 al 100,"228","685000","43840000","3004","192281","64",SEGUNDO,CHACARITA,"15"
Palpa,"242","340000","21760000","1405","89917","64",SEGUNDO,CHACARITA,"15"
F De Cespedes,"423","750000","48000000","1773","113475","64",SEGUNDO,CHACARITA,"15"
Fitz Roy,"170","630000","40320000","3706","237176","64",SEGUNDO,CHACARITA,"15"
Caldas 300,"160","210000","13440000","1312","84000","64",SEGUNDO,CHACARITA,"15"
Giribone 800,"350","700000","44800000","2000","128000","64",SEGUNDO,CHACARITA,"15"
Charlone al 1100,"127","650000","41600000","5118","327559","64",SEGUNDO,CHACARITA,"15"
Charlone,"333","600000","38400000","1802","115315","64",SEGUNDO,CHACARITA,"15"
CESPEDES 3800,"234","380000","24320000","1624","103932","64",SEGUNDO,CHACARITA,"15"
Céspedes 3800,"387","700000","44800000","1809","115762","64",SEGUNDO,CHACARITA,"15"
GUEVARA,"188","550000","35200000","2926","187234","64",SEGUNDO,CHACARITA,"15"
Av Corrientes y Av Dorrego,"1172","7500000","480000000","6399","409556","64",SEGUNDO,CHACARITA,"15"
Zabala 3949/55,"1374","1950000","124800000","1419","90830","64",SEGUNDO,CHACARITA,"15"
Jorge Newbery,"823","450000","28800000","547","34994","64",SEGUNDO,CHACARITA,"15"
Jorge Newbery,"370","870000","55680000","2351","150486","64",SEGUNDO,CHACARITA,"15"
F De Cespedes,"152","410000","26240000","2697","172632","64",SEGUNDO,CHACARITA,"15"
Santos Dumont,"285","790000","50560000","2772","177404","64",SEGUNDO,CHACARITA,"15"
FRAGA,"950","800000","51200000","842","53895","64",SEGUNDO,CHACARITA,"15"
FEDERICO LACROZE,"430","1050000","67200000","2442","156279","64",SEGUNDO,CHACARITA,"15"
Forest al 391,"400","1800000","115200000","4500","288000","64",SEGUNDO,CHACARITA,"15"
Cnel Charlone,"127","650000","41600000","5118","327559","64",SEGUNDO,CHACARITA,"15"
Avenida Dorrego,"305","650000","41600000","2131","136393","64",SEGUNDO,CHACARITA,"15"
Av. Forest,"401","1800000","115200000","4489","287282","64",SEGUNDO,CHACARITA,"15"
Charlone al 500,"323","960000","61440000","2972","190217","64",SEGUNDO,CHACARITA,"15"
charlone,"447","950000","60800000","2125","136030","64",SEGUNDO,CHACARITA,"15"
Leiva al 4300,"315","1050000","67200000","3333","213333","64",SEGUNDO,CHACARITA,"15"
Santos Dumont 3780,"647","425000","27200000","657","42040","64",SEGUNDO,CHACARITA,"15"
LOYOLA 1415,"750","400000","25600000","533","34133","64",SEGUNDO,CHACARITA,"15"
Forest al 800,"162","350000","22400000","2160","138272","64",SEGUNDO,CHACARITA,"15"
Olleros al 3700,"219","540000","34560000","2466","157808","64",SEGUNDO,CHACARITA,"15"
LOYOLA,"241","690000","44160000","2863","183237","64",SEGUNDO,CHACARITA,"15"
Villarroel al 1400,"303","870000","55680000","2871","183762","64",SEGUNDO,CHACARITA,"15"
Santos Dumont 4787,"852","320000","20480000","376","24038","64",SEGUNDO,CHACARITA,"15"
CORRIENTES,"405","1750000","112000000","4321","276543","64",SEGUNDO,CHACARITA,"15"
Leiva,"207","640000","40960000","3092","197874","64",SEGUNDO,CHACARITA,"15"
Loyola al 1600,"241","690000","44160000","2863","183237","64",SEGUNDO,CHACARITA,"15"
Santos Dumont al 4800,"306","350000","22400000","1144","73203","64",SEGUNDO,CHACARITA,"15"
Loyola al 1500,"393","850000","54400000","2163","138422","64",SEGUNDO,CHACARITA,"15"
Forest 387,"401","1800000","115200000","4489","287282","64",SEGUNDO,CHACARITA,"15"
Giribone al 1200,"199","495000","31680000","2487","159196","64",SEGUNDO,CHACARITA,"15"
OLLEROS 3700,"307","750000","48000000","2443","156352","64",SEGUNDO,CHACARITA,"15"
Fraga 1148/50,"1374","1950000","124800000","1419","90830","64",SEGUNDO,CHACARITA,"15"
Concepción Arenal,"192","249500","15968000","1297","82981","64",SEGUNDO,CHACARITA,"15"
Virrey Loreto esq Alvarez Thomas,"213","550000","35200000","2582","165258","64",SEGUNDO,CHACARITA,"15"
VIRREY LORETO,"2390","2500000","160000000","1046","66946","64",SEGUNDO,CHACARITA,"15"
FRAGA 700,"122","900000","57600000","7377","472131","64",SEGUNDO,CHACARITA,"15"
Cespedes,"135","490000","31360000","3630","232296","64",SEGUNDO,CHACARITA,"15"
Av Cordoba,"387","1800000","115200000","4651","297674","64",SEGUNDO,CHACARITA,"15"
Angel J Carranza 1200,"1500","780000","49920000","520","33280","64",SEGUNDO,CHACARITA,"15"
CASTILLO,"177","530000","33920000","2994","191638","64",SEGUNDO,CHACARITA,"15"
Angel J Carranza,"302","650000","41600000","2152","137748","64",SEGUNDO,CHACARITA,"15"
Av Cordoba,"305","1170000","74880000","3836","245508","64",SEGUNDO,CHACARITA,"15"
HUMBOLDT,"151","450000","28800000","2980","190728","64",SEGUNDO,CHACARITA,"15"
Av Cordoba,"305","1169001","74816064","3833","245299","64",SEGUNDO,CHACARITA,"15"
CORDOBA,"472","1500000","96000000","3178","203390","64",SEGUNDO,CHACARITA,"15"
CASTILLO,"230","570000","36480000","2478","158609","64",SEGUNDO,CHACARITA,"15"
Humboldt,"200","411000","26304000","2055","131520","64",SEGUNDO,CHACARITA,"15"
CORDOBA AV.,"538","2300000","147200000","4275","273606","64",SEGUNDO,CHACARITA,"15"
Loyola/Bonpland y Carranza,"397","850000","54400000","2141","137028","64",SEGUNDO,CHACARITA,"15"
Av Cordoba,"189","700000","44800000","3704","237037","64",SEGUNDO,CHACARITA,"15"
Av. Cordoba 5700,"430","1430000","91520000","3326","212837","64",SEGUNDO,CHACARITA,"15"
CORRIENTES,"286","900000","57600000","3147","201399","64",SEGUNDO,CHACARITA,"15"
HUMBOLDT,"380","1050000","67200000","2763","176842","64",SEGUNDO,CHACARITA,"15"
"Av Corrientes 6000, Villa Crespo - Terreno en Ven*","450","989000","63296000","2198","140658","64",SEGUNDO,CHACARITA,"15"
LEMOS,"247","850000","54400000","3441","220243","64",SEGUNDO,CHACARITA,"15"
LOYOLA al 1200,"290","560000","35840000","1931","123586","64",SEGUNDO,CHACARITA,"15"
Vera al 1300,"144","870000","55680000","6042","386667","64",SEGUNDO,CHACARITA,"15"
Av Corrientes,"900","1300000","83200000","1444","92444","64",SEGUNDO,CHACARITA,"15"
Avda. La Plata,"491","950000","60800000","1935","123829","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av La Plata 1300,"320","720000","46080000","2250","144000","64",SEGUNDO,PARQUE CHACABUCO,"7"
Zañartu 400,"124","170000","10880000","1371","87742","64",SEGUNDO,PARQUE CHACABUCO,"7"
Saraza 502,"12722","14095998","902143872","1108","70912","64",SEGUNDO,PARQUE CHACABUCO,"7"
LA PLATA AV.,"251","535000","34240000","2131","136414","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av. La Plata 2000,"386","450000","28800000","1166","74611","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av Asamblea,"280","1200000","76800000","4286","274286","64",SEGUNDO,PARQUE CHACABUCO,"7"
E Mitre,"347","700000","44800000","2017","129107","64",SEGUNDO,PARQUE CHACABUCO,"7"
Tejedor 500,"446","740000","47360000","1659","106188","64",SEGUNDO,PARQUE CHACABUCO,"7"
CACHIMAYO 900,"338","999000","63936000","2956","189160","64",SEGUNDO,PARQUE CHACABUCO,"7"
ASAMBLEA,"299","650000","41600000","2174","139130","64",SEGUNDO,PARQUE CHACABUCO,"7"
"LA PLATA, AVDA.","57","135000","8640000","2368","151579","64",SEGUNDO,PARQUE CHACABUCO,"7"
carabobo,"900","800000","51200000","889","56889","64",SEGUNDO,PARQUE CHACABUCO,"7"
Hortiguera al 1900,"1200","450000","28800000","375","24000","64",SEGUNDO,PARQUE CHACABUCO,"7"
AV.CASTAÑARES,"520","450000","28800000","865","55385","64",SEGUNDO,PARQUE CHACABUCO,"7"
Jose Maria Moreno,"130","340000","21760000","2615","167385","64",SEGUNDO,PARQUE CHACABUCO,"7"
Cachimayo,"437","280000","17920000","641","41007","64",SEGUNDO,PARQUE CHACABUCO,"7"
Puán,"77","68000","4352000","883","56519","64",SEGUNDO,PARQUE CHACABUCO,"7"
BALBASTRO 2061,"300","185000","11840000","617","39467","64",SEGUNDO,PARQUE CHACABUCO,"7"
PUAN,"220","640000","40960000","2909","186182","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av. Carabobo casi Av. Asamblea,"152","297000","19008000","1954","125053","64",SEGUNDO,PARQUE CHACABUCO,"7"
Del Barco Centenera al 1500,"277","250000","16000000","903","57762","64",SEGUNDO,PARQUE CHACABUCO,"7"
Senillosa,"183","380000","24320000","2077","132896","64",SEGUNDO,PARQUE CHACABUCO,"7"
Tejedor,"244","240000","15360000","984","62951","64",SEGUNDO,PARQUE CHACABUCO,"7"
Miraflores,"420","220000","14080000","524","33524","64",SEGUNDO,PARQUE CHACABUCO,"7"
Saraza,"242","220000","14080000","909","58182","64",SEGUNDO,PARQUE CHACABUCO,"7"
SARAZA 849,"405","280000","17920000","691","44247","64",SEGUNDO,PARQUE CHACABUCO,"7"
Malvinas Argentinas 900,"212","580000","37120000","2736","175094","64",SEGUNDO,PARQUE CHACABUCO,"7"
Thorne 500,"328","449000","28736000","1369","87610","64",SEGUNDO,PARQUE CHACABUCO,"7"
Santander,"230","635000","40640000","2761","176696","64",SEGUNDO,PARQUE CHACABUCO,"7"
Cachimayo,"338","990000","63360000","2929","187456","64",SEGUNDO,PARQUE CHACABUCO,"7"
Avenida Centenera,"300","160000","10240000","533","34133","64",SEGUNDO,PARQUE CHACABUCO,"7"
Somellera,"1553","650000","41600000","419","26787","64",SEGUNDO,PARQUE CHACABUCO,"7"
ZAÑARTU,"446","300000","19200000","673","43049","64",SEGUNDO,PARQUE CHACABUCO,"7"
Tejedor,"587","630000","40320000","1073","68688","64",SEGUNDO,PARQUE CHACABUCO,"7"
curapaligue al 1800,"363","310000","19840000","854","54656","64",SEGUNDO,PARQUE CHACABUCO,"7"
Zañartu al 1700,"151","95000","6080000","629","40265","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av La Plata,"200","420000","26880000","2100","134400","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av. Asamblea al 200,"300","630000","40320000","2100","134400","64",SEGUNDO,PARQUE CHACABUCO,"7"
Saraza 1100,"242","140000","8960000","579","37025","64",SEGUNDO,PARQUE CHACABUCO,"7"
CACHIMAYO,"173","120000","7680000","694","44393","64",SEGUNDO,PARQUE CHACABUCO,"7"
Zañartù,"151","130000","8320000","861","55099","64",SEGUNDO,PARQUE CHACABUCO,"7"
Santander,"194","410000","26240000","2113","135258","64",SEGUNDO,PARQUE CHACABUCO,"7"
Saraza,"507","380000","24320000","750","47968","64",SEGUNDO,PARQUE CHACABUCO,"7"
LA PLATA,"488","950000","60800000","1947","124590","64",SEGUNDO,PARQUE CHACABUCO,"7"
VIEL al 1300,"238","380000","24320000","1597","102185","64",SEGUNDO,PARQUE CHACABUCO,"7"
Av Cobo,"191","260000","16640000","1361","87120","64",SEGUNDO,PARQUE CHACABUCO,"7"
AVELINO DIAZ 400,"311","440000","28160000","1415","90547","64",SEGUNDO,PARQUE CHACABUCO,"7"
Del Temple,"156","327000","20928000","2096","134154","64",SEGUNDO,PARQUE CHAS,"15"
CAMPILLO,"193","390000","24960000","2021","129326","64",SEGUNDO,PARQUE CHAS,"15"
CAMPILLO,"362","500000","32000000","1381","88398","64",SEGUNDO,PARQUE CHAS,"15"
AVALOS,"260","625000","40000000","2404","153846","64",SEGUNDO,PARQUE CHAS,"15"
Andonaegui,"256","480000","30720000","1875","120000","64",SEGUNDO,PARQUE CHAS,"15"
Arismendi,"189","380000","24320000","2011","128677","64",SEGUNDO,PARQUE CHAS,"15"
Gral Juan B Arismendi,"360","785000","50240000","2181","139556","64",SEGUNDO,PARQUE CHAS,"15"
Andonaegui,"160","350000","22400000","2188","140000","64",SEGUNDO,PARQUE CHAS,"15"
Barzana,"182","299000","19136000","1643","105143","64",SEGUNDO,PARQUE CHAS,"15"
J Llerena,"130","270000","17280000","2077","132923","64",SEGUNDO,PARQUE CHAS,"15"
MORLOTE 900,"409","590000","37760000","1443","92323","64",SEGUNDO,PARQUE CHAS,"15"
Gamarra,"232","450000","28800000","1940","124138","64",SEGUNDO,PARQUE CHAS,"15"
Victorica Benjamin,"160","290000","18560000","1812","116000","64",SEGUNDO,PARQUE CHAS,"15"
.CAMPILLO,"364","500000","32000000","1374","87912","64",SEGUNDO,PARQUE CHAS,"15"
Gral Juan B Arismendi,"520","530000","33920000","1019","65231","64",SEGUNDO,PARQUE CHAS,"15"
GAMARRA,"700","490000","31360000","700","44800","64",SEGUNDO,PARQUE CHAS,"15"
.ANDONAEGUI,"364","450000","28800000","1236","79121","64",SEGUNDO,PARQUE CHAS,"15"
AVALOS,"228","500000","32000000","2193","140351","64",SEGUNDO,PARQUE CHAS,"15"
Bauness,"188","324000","20736000","1723","110298","64",SEGUNDO,PARQUE CHAS,"15"
Avalos,"167","375000","24000000","2246","143713","64",SEGUNDO,PARQUE CHAS,"15"
Gral Jose Avalos,"167","375000","24000000","2246","143713","64",SEGUNDO,PARQUE CHAS,"15"
Bauness al 1000,"203","410000","26240000","2020","129261","64",SEGUNDO,PARQUE CHAS,"15"
Gral B Victorica,"175","380000","24320000","2171","138971","64",SEGUNDO,PARQUE CHAS,"15"
AVALOS,"286","390000","24960000","1364","87273","64",SEGUNDO,PARQUE CHAS,"15"
F Bucarelli,"259","450000","28800000","1737","111197","64",SEGUNDO,PARQUE CHAS,"15"
ARISMENDI,"375","499000","31936000","1331","85163","64",SEGUNDO,PARQUE CHAS,"15"
Avalos,"260","625000","40000000","2404","153846","64",SEGUNDO,PARQUE CHAS,"15"
LLERENA,"420","720000","46080000","1714","109714","64",SEGUNDO,PARQUE CHAS,"15"
LLERENA,"468","760000","48640000","1624","103932","64",SEGUNDO,PARQUE CHAS,"15"
Barzana,"216","460000","29440000","2130","136296","64",SEGUNDO,PARQUE CHAS,"15"
Barzana al 1200,"704","1650000","105600000","2344","150000","64",SEGUNDO,PARQUE CHAS,"15"
AV DE LOS INCAS,"700","2100000","134400000","3000","192000","64",SEGUNDO,PARQUE CHAS,"15"
J De Andonaegui,"171","230000","14720000","1345","86082","64",SEGUNDO,PARQUE CHAS,"15"
Del Temple,"120","265000","16960000","2208","141333","64",SEGUNDO,PARQUE CHAS,"15"
Bauness al 1000,"190","367000","23488000","1932","123621","64",SEGUNDO,PARQUE CHAS,"15"
De los Incas,"148","330000","21120000","2230","142703","64",SEGUNDO,PARQUE CHAS,"15"
Gamarra al 1300,"245","800000","51200000","3265","208980","64",SEGUNDO,PARQUE CHAS,"15"
Cucha Cucha,"312","500000","32000000","1603","102564","64",SEGUNDO,PATERNAL,"15"
Av San Martin,"263","850000","54400000","3232","206844","64",SEGUNDO,PATERNAL,"15"
Balboa al 400,"1050","2000000","128000000","1905","121905","64",SEGUNDO,PATERNAL,"15"
Espinosa,"475","690000","44160000","1453","92968","64",SEGUNDO,PATERNAL,"15"
San Martin,"263","850000","54400000","3232","206844","64",SEGUNDO,PATERNAL,"15"
almirante segui,"303","390000","24960000","1287","82376","64",SEGUNDO,PATERNAL,"15"
Cucha Cucha,"208","270000","17280000","1298","83077","64",SEGUNDO,PATERNAL,"15"
Trelles 2600,"145","200000","12800000","1379","88276","64",SEGUNDO,PATERNAL,"15"
Fraganta Presidente Sarmiento,"225","350000","22400000","1556","99556","64",SEGUNDO,PATERNAL,"15"
Av. Del Campo 1600,"162","290000","18560000","1790","114568","64",SEGUNDO,PATERNAL,"15"
Cucha Cucha,"424","550000","35200000","1297","83019","64",SEGUNDO,PATERNAL,"15"
Manuel L Osorio,"185","190000","12160000","1027","65730","64",SEGUNDO,PATERNAL,"15"
ELCANO,"119","175000","11200000","1471","94118","64",SEGUNDO,PATERNAL,"15"
Alvarez Jonte,"800","350000","22400000","438","28000","64",SEGUNDO,PATERNAL,"15"
Consultar dirección,"365","649000","41536000","1778","113797","64",SEGUNDO,PATERNAL,"15"
Dr A Dickmann,"377","450000","28800000","1194","76393","64",SEGUNDO,PATERNAL,"15"
Gral M A Rodriguez,"1300","1300000","83200000","1000","64000","64",SEGUNDO,PATERNAL,"15"
Av. San Martin,"240","640000","40960000","2667","170667","64",SEGUNDO,PATERNAL,"15"
Espinosa y Alvarez Jonte,"541","450000","28800000","832","53235","64",SEGUNDO,PATERNAL,"15"
ESPINOSA,"117","255000","16320000","2179","139487","64",SEGUNDO,PATERNAL,"15"
CAMARONES,"543","670000","42880000","1234","78969","64",SEGUNDO,PATERNAL,"15"
Nicasio Oroño,"176","380000","24320000","2159","138182","64",SEGUNDO,PATERNAL,"15"
"GARCIA, JUAN A.","130","249000","15936000","1915","122585","64",SEGUNDO,PATERNAL,"15"
Lamas Andres,"330","360000","23040000","1091","69818","64",SEGUNDO,PATERNAL,"15"
Av J Ignacio Garmendia,"202","259900","16633600","1287","82345","64",SEGUNDO,PATERNAL,"15"
Av San Martín,"152","500000","32000000","3289","210526","64",SEGUNDO,PATERNAL,"15"
Paysandu,"613","1100000","70400000","1794","114845","64",SEGUNDO,PATERNAL,"15"
Nicasio Oroño,"882","2500000","160000000","2834","181406","64",SEGUNDO,PATERNAL,"15"
Av A Alvarez Jonte,"681","300000","19200000","441","28194","64",SEGUNDO,PATERNAL,"15"
Paysandu,"128","520000","33280000","4062","260000","64",SEGUNDO,PATERNAL,"15"
Espinosa,"1133","560000","35840000","494","31633","64",SEGUNDO,PATERNAL,"15"
Añasco al 2700,"500","450000","28800000","900","57600","64",SEGUNDO,PATERNAL,"15"
G Espinosa,"98","390000","24960000","3980","254694","64",SEGUNDO,PATERNAL,"15"
ALMIRANTE JUAN FRANCISCO SEGUI,"321","390000","24960000","1215","77757","64",SEGUNDO,PATERNAL,"15"
Paysandú 1800,"128","399000","25536000","3117","199500","64",SEGUNDO,PATERNAL,"15"
Álvarez Jonte 2100,"244","370000","23680000","1516","97049","64",SEGUNDO,PATERNAL,"15"
Conesa,"485","490000","31360000","1010","64660","64",SEGUNDO,SAAVEDRA,"12"
Pico,"202","380000","24320000","1881","120396","64",SEGUNDO,SAAVEDRA,"12"
Av. Melian al 3500   | USAA,"300","1000000","64000000","3333","213333","64",SEGUNDO,SAAVEDRA,"12"
Vidal,"800","790000","50560000","988","63200","64",SEGUNDO,SAAVEDRA,"12"
Crisologo Larralde,"300","530000","33920000","1767","113067","64",SEGUNDO,SAAVEDRA,"12"
Cabildo 4400,"525","3600000","230400000","6857","438857","64",SEGUNDO,SAAVEDRA,"12"
Vedia,"208","1280000","81920000","6154","393846","64",SEGUNDO,SAAVEDRA,"12"
